,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
5468,5469,8/20/2011,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,394
5469,5470,8/20/2011,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.19399999999999998,291
5470,5471,8/20/2011,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,248
5471,5472,8/20/2011,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,225
5472,5473,8/20/2011,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.19399999999999998,223
5473,5474,8/20/2011,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,157
5474,5475,8/21/2011,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.19399999999999998,74
5475,5476,8/21/2011,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,86
5476,5477,8/21/2011,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.19399999999999998,64
5477,5478,8/21/2011,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,51
5478,5479,8/21/2011,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,6
5479,5480,8/21/2011,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,8
5480,5481,8/21/2011,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,14
5481,5482,8/21/2011,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,31
5482,5483,8/21/2011,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,92
5483,5484,8/21/2011,3,0,8,9,0,0,0,1,0.72,0.6970000000000001,0.74,0.2239,231
5484,5485,8/21/2011,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,274
5485,5486,8/21/2011,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,313
5486,5487,8/21/2011,3,0,8,12,0,0,0,1,0.82,0.8029999999999999,0.59,0.2836,374
5487,5488,8/21/2011,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,310
5488,5489,8/21/2011,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,235
5489,5490,8/21/2011,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,68
5490,5491,8/21/2011,3,0,8,16,0,0,0,1,0.72,0.6970000000000001,0.79,0.1642,258
5491,5492,8/21/2011,3,0,8,17,0,0,0,1,0.72,0.6970000000000001,0.79,0.1343,270
5492,5493,8/21/2011,3,0,8,18,0,0,0,1,0.72,0.6970000000000001,0.79,0.2537,311
5493,5494,8/21/2011,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,282
5494,5495,8/21/2011,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,181
5495,5496,8/21/2011,3,0,8,21,0,0,0,1,0.7,0.6667,0.79,0.2537,138
5496,5497,8/21/2011,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.19399999999999998,134
5497,5498,8/21/2011,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,68
5498,5499,8/22/2011,3,0,8,0,0,1,1,1,0.68,0.6364,0.79,0.1642,40
5499,5500,8/22/2011,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,21
5500,5501,8/22/2011,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,8
5501,5502,8/22/2011,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,5
5502,5503,8/22/2011,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.19399999999999998,12
5503,5504,8/22/2011,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,24
5504,5505,8/22/2011,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,112
5505,5506,8/22/2011,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,281
5506,5507,8/22/2011,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,351
5507,5508,8/22/2011,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,187
5508,5509,8/22/2011,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,121
5509,5510,8/22/2011,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,131
5510,5511,8/22/2011,3,0,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881,207
5511,5512,8/22/2011,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,205
5512,5513,8/22/2011,3,0,8,14,0,1,1,1,0.74,0.6515,0.3,0.3881,225
5513,5514,8/22/2011,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,199
5514,5515,8/22/2011,3,0,8,16,0,1,1,1,0.74,0.6515,0.3,0.3881,320
5515,5516,8/22/2011,3,0,8,17,0,1,1,1,0.74,0.6515,0.27,0.3284,591
5516,5517,8/22/2011,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,609
5517,5518,8/22/2011,3,0,8,19,0,1,1,1,0.7,0.6364,0.3,0.2836,416
5518,5519,8/22/2011,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.19399999999999998,268
5519,5520,8/22/2011,3,0,8,21,0,1,1,1,0.64,0.6212,0.38,0.19399999999999998,208
5520,5521,8/22/2011,3,0,8,22,0,1,1,1,0.64,0.6212,0.38,0.2985,153
5521,5522,8/22/2011,3,0,8,23,0,1,1,1,0.62,0.6212,0.41,0.2537,64
5522,5523,8/23/2011,3,0,8,0,0,2,1,1,0.6,0.6212,0.43,0.19399999999999998,35
5523,5524,8/23/2011,3,0,8,1,0,2,1,1,0.58,0.5455,0.49,0.19399999999999998,19
5524,5525,8/23/2011,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.19399999999999998,6
5525,5526,8/23/2011,3,0,8,3,0,2,1,1,0.56,0.5303,0.52,0.2836,6
5526,5527,8/23/2011,3,0,8,4,0,2,1,1,0.54,0.5152,0.56,0.1642,5
5527,5528,8/23/2011,3,0,8,5,0,2,1,1,0.54,0.5152,0.56,0.19399999999999998,36
5528,5529,8/23/2011,3,0,8,6,0,2,1,1,0.54,0.5152,0.6,0.19399999999999998,114
5529,5530,8/23/2011,3,0,8,7,0,2,1,1,0.6,0.6212,0.49,0.19399999999999998,344
5530,5531,8/23/2011,3,0,8,8,0,2,1,2,0.62,0.6212,0.5,0.0,504
5531,5532,8/23/2011,3,0,8,9,0,2,1,2,0.66,0.6212,0.44,0.0,225
5532,5533,8/23/2011,3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0.0,148
5533,5534,8/23/2011,3,0,8,11,0,2,1,1,0.7,0.6364,0.34,0.1045,186
5534,5535,8/23/2011,3,0,8,12,0,2,1,1,0.7,0.6364,0.39,0.0896,237
5535,5536,8/23/2011,3,0,8,13,0,2,1,1,0.72,0.6515,0.3,0.1045,234
5536,5537,8/23/2011,3,0,8,14,0,2,1,1,0.72,0.6515,0.3,0.0896,651
5537,5538,8/23/2011,3,0,8,15,0,2,1,1,0.72,0.6515,0.34,0.2239,601
5538,5539,8/23/2011,3,0,8,16,0,2,1,1,0.72,0.6515,0.32,0.1343,444
5539,5540,8/23/2011,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,472
5540,5541,8/23/2011,3,0,8,18,0,2,1,1,0.72,0.6515,0.34,0.19399999999999998,519
5541,5542,8/23/2011,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,367
5542,5543,8/23/2011,3,0,8,20,0,2,1,1,0.64,0.6212,0.53,0.2537,260
5543,5544,8/23/2011,3,0,8,21,0,2,1,1,0.62,0.6212,0.57,0.0,211
5544,5545,8/23/2011,3,0,8,22,0,2,1,1,0.62,0.6212,0.57,0.1343,191
5545,5546,8/23/2011,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.1343,80
5546,5547,8/24/2011,3,0,8,0,0,3,1,1,0.62,0.6212,0.57,0.1343,38
5547,5548,8/24/2011,3,0,8,1,0,3,1,1,0.6,0.6061,0.6,0.1045,24
5548,5549,8/24/2011,3,0,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,6
5549,5550,8/24/2011,3,0,8,3,0,3,1,1,0.58,0.5455,0.68,0.1343,1
5550,5551,8/24/2011,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.1045,7
5551,5552,8/24/2011,3,0,8,5,0,3,1,1,0.56,0.5303,0.73,0.1045,27
5552,5553,8/24/2011,3,0,8,6,0,3,1,1,0.56,0.5303,0.73,0.0,108
5553,5554,8/24/2011,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,308
5554,5555,8/24/2011,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,468
5555,5556,8/24/2011,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.2537,213
5556,5557,8/24/2011,3,0,8,10,0,3,1,1,0.7,0.6515,0.58,0.2836,146
5557,5558,8/24/2011,3,0,8,11,0,3,1,1,0.72,0.6667,0.54,0.2985,185
5558,5559,8/24/2011,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,235
5559,5560,8/24/2011,3,0,8,13,0,3,1,1,0.76,0.6818,0.48,0.4179,236
5560,5561,8/24/2011,3,0,8,14,0,3,1,1,0.76,0.6818,0.48,0.4179,204
5561,5562,8/24/2011,3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,204
5562,5563,8/24/2011,3,0,8,16,0,3,1,1,0.76,0.6970000000000001,0.52,0.4179,271
5563,5564,8/24/2011,3,0,8,17,0,3,1,1,0.76,0.6970000000000001,0.52,0.3582,567
5564,5565,8/24/2011,3,0,8,18,0,3,1,1,0.74,0.6818,0.55,0.2985,621
5565,5566,8/24/2011,3,0,8,19,0,3,1,1,0.74,0.6818,0.55,0.2985,440
5566,5567,8/24/2011,3,0,8,20,0,3,1,1,0.72,0.6667,0.58,0.2985,334
5567,5568,8/24/2011,3,0,8,21,0,3,1,1,0.7,0.6515,0.61,0.3582,236
5568,5569,8/24/2011,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582,181
5569,5570,8/24/2011,3,0,8,23,0,3,1,1,0.68,0.6364,0.69,0.2985,70
5570,5571,8/25/2011,3,0,8,0,0,4,1,1,0.68,0.6364,0.74,0.2985,52
5571,5572,8/25/2011,3,0,8,1,0,4,1,1,0.68,0.6364,0.69,0.3881,15
5572,5573,8/25/2011,3,0,8,2,0,4,1,1,0.68,0.6364,0.69,0.3881,5
5573,5574,8/25/2011,3,0,8,3,0,4,1,1,0.66,0.6212,0.74,0.3284,4
5574,5575,8/25/2011,3,0,8,4,0,4,1,1,0.66,0.6061,0.78,0.3881,7
5575,5576,8/25/2011,3,0,8,5,0,4,1,1,0.66,0.6061,0.83,0.4179,26
5576,5577,8/25/2011,3,0,8,6,0,4,1,1,0.66,0.6061,0.83,0.3284,102
5577,5578,8/25/2011,3,0,8,7,0,4,1,2,0.68,0.6364,0.79,0.3284,313
5578,5579,8/25/2011,3,0,8,8,0,4,1,2,0.7,0.6667,0.74,0.2985,484
5579,5580,8/25/2011,3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,162
5580,5581,8/25/2011,3,0,8,10,0,4,1,2,0.74,0.6970000000000001,0.66,0.2985,142
5581,5582,8/25/2011,3,0,8,11,0,4,1,3,0.7,0.6667,0.79,0.0,151
5582,5583,8/25/2011,3,0,8,12,0,4,1,3,0.7,0.6667,0.79,0.0,41
5583,5584,8/25/2011,3,0,8,13,0,4,1,1,0.7,0.6667,0.79,0.1045,37
5584,5585,8/25/2011,3,0,8,14,0,4,1,2,0.72,0.6970000000000001,0.74,0.0,113
5585,5586,8/25/2011,3,0,8,15,0,4,1,2,0.74,0.6970000000000001,0.7,0.0,132
5586,5587,8/25/2011,3,0,8,16,0,4,1,1,0.72,0.7121,0.84,0.0,121
5587,5588,8/25/2011,3,0,8,17,0,4,1,1,0.72,0.7121,0.84,0.0,312
5588,5589,8/25/2011,3,0,8,18,0,4,1,2,0.72,0.7121,0.84,0.1343,408
5589,5590,8/25/2011,3,0,8,19,0,4,1,2,0.66,0.6061,0.78,0.3284,272
5590,5591,8/25/2011,3,0,8,20,0,4,1,1,0.64,0.5909,0.78,0.3582,225
5591,5592,8/25/2011,3,0,8,21,0,4,1,1,0.64,0.5909,0.78,0.2836,187
5592,5593,8/25/2011,3,0,8,22,0,4,1,1,0.62,0.5758,0.83,0.0,147
5593,5594,8/25/2011,3,0,8,23,0,4,1,1,0.62,0.5758,0.83,0.0896,84
5594,5595,8/26/2011,3,0,8,0,0,5,1,1,0.62,0.5758,0.83,0.1343,51
5595,5596,8/26/2011,3,0,8,1,0,5,1,1,0.62,0.5758,0.83,0.0,23
5596,5597,8/26/2011,3,0,8,2,0,5,1,1,0.62,0.5606,0.88,0.1343,20
5597,5598,8/26/2011,3,0,8,3,0,5,1,1,0.6,0.5455,0.88,0.1045,11
5598,5599,8/26/2011,3,0,8,4,0,5,1,1,0.62,0.5606,0.88,0.0,8
5599,5600,8/26/2011,3,0,8,5,0,5,1,2,0.62,0.5606,0.88,0.0,26
5600,5601,8/26/2011,3,0,8,6,0,5,1,1,0.62,0.5606,0.88,0.0,105
5601,5602,8/26/2011,3,0,8,7,0,5,1,1,0.64,0.5758,0.83,0.0,266
5602,5603,8/26/2011,3,0,8,8,0,5,1,1,0.66,0.6061,0.83,0.1045,404
5603,5604,8/26/2011,3,0,8,9,0,5,1,1,0.7,0.6667,0.74,0.0,230
5604,5605,8/26/2011,3,0,8,10,0,5,1,1,0.74,0.6970000000000001,0.66,0.0896,123
5605,5606,8/26/2011,3,0,8,11,0,5,1,2,0.76,0.7121,0.62,0.0,214
5606,5607,8/26/2011,3,0,8,12,0,5,1,2,0.76,0.7273,0.66,0.1045,243
5607,5608,8/26/2011,3,0,8,13,0,5,1,2,0.78,0.7424,0.59,0.1045,237
5608,5609,8/26/2011,3,0,8,14,0,5,1,1,0.8,0.7727,0.59,0.0,219
5609,5610,8/26/2011,3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.19399999999999998,249
5610,5611,8/26/2011,3,0,8,16,0,5,1,1,0.78,0.7424,0.62,0.1045,343
5611,5612,8/26/2011,3,0,8,17,0,5,1,1,0.74,0.7121,0.74,0.2537,489
5612,5613,8/26/2011,3,0,8,18,0,5,1,2,0.74,0.7121,0.74,0.1343,410
5613,5614,8/26/2011,3,0,8,19,0,5,1,1,0.72,0.6970000000000001,0.79,0.1045,290
5614,5615,8/26/2011,3,0,8,20,0,5,1,1,0.72,0.6970000000000001,0.79,0.0896,222
5615,5616,8/26/2011,3,0,8,21,0,5,1,1,0.72,0.6970000000000001,0.79,0.1642,190
5616,5617,8/26/2011,3,0,8,22,0,5,1,1,0.72,0.6970000000000001,0.79,0.1045,152
5617,5618,8/26/2011,3,0,8,23,0,5,1,1,0.7,0.6667,0.84,0.0896,136
5618,5619,8/27/2011,3,0,8,0,0,6,0,1,0.7,0.6667,0.84,0.1045,145
5619,5620,8/27/2011,3,0,8,1,0,6,0,1,0.7,0.6667,0.84,0.1642,64
5620,5621,8/27/2011,3,0,8,2,0,6,0,1,0.7,0.6667,0.84,0.19399999999999998,77
5621,5622,8/27/2011,3,0,8,3,0,6,0,2,0.7,0.6667,0.84,0.2239,30
5622,5623,8/27/2011,3,0,8,4,0,6,0,2,0.7,0.6667,0.84,0.2239,4
5623,5624,8/27/2011,3,0,8,5,0,6,0,2,0.7,0.6667,0.84,0.2985,12
5624,5625,8/27/2011,3,0,8,6,0,6,0,2,0.7,0.6667,0.84,0.2985,18
5625,5626,8/27/2011,3,0,8,7,0,6,0,2,0.7,0.6667,0.84,0.3582,28
5626,5627,8/27/2011,3,0,8,8,0,6,0,2,0.7,0.6667,0.84,0.2537,76
5627,5628,8/27/2011,3,0,8,9,0,6,0,2,0.7,0.6667,0.84,0.4179,156
5628,5629,8/27/2011,3,0,8,10,0,6,0,2,0.7,0.6667,0.79,0.4627,205
5629,5630,8/27/2011,3,0,8,11,0,6,0,3,0.66,0.5909,0.89,0.4179,88
5630,5631,8/27/2011,3,0,8,12,0,6,0,3,0.66,0.6061,0.83,0.4925,76
5631,5632,8/27/2011,3,0,8,13,0,6,0,3,0.66,0.6061,0.83,0.3881,43
5632,5633,8/27/2011,3,0,8,14,0,6,0,3,0.64,0.5758,0.89,0.5522,23
5633,5634,8/27/2011,3,0,8,15,0,6,0,3,0.64,0.5758,0.89,0.5522,30
5634,5635,8/27/2011,3,0,8,16,0,6,0,3,0.64,0.5758,0.89,0.5224,24
5635,5636,8/27/2011,3,0,8,17,0,6,0,3,0.64,0.5758,0.89,0.8358,16
5636,5637,8/28/2011,3,0,8,7,0,0,0,3,0.62,0.5758,0.83,0.3582,1
5637,5638,8/28/2011,3,0,8,8,0,0,0,3,0.62,0.5758,0.83,0.4179,8
5638,5639,8/28/2011,3,0,8,9,0,0,0,1,0.66,0.6212,0.74,0.4179,53
5639,5640,8/28/2011,3,0,8,10,0,0,0,1,0.7,0.6515,0.61,0.6119,142
5640,5641,8/28/2011,3,0,8,11,0,0,0,1,0.7,0.6515,0.58,0.3881,237
5641,5642,8/28/2011,3,0,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,306
5642,5643,8/28/2011,3,0,8,13,0,0,0,1,0.76,0.6818,0.45,0.3582,431
5643,5644,8/28/2011,3,0,8,14,0,0,0,1,0.78,0.6970000000000001,0.43,0.4179,447
5644,5645,8/28/2011,3,0,8,15,0,0,0,1,0.78,0.6970000000000001,0.43,0.3582,469
5645,5646,8/28/2011,3,0,8,16,0,0,0,1,0.8,0.7121,0.36,0.3881,491
5646,5647,8/28/2011,3,0,8,17,0,0,0,1,0.76,0.6818,0.4,0.2985,398
5647,5648,8/28/2011,3,0,8,18,0,0,0,1,0.74,0.6667,0.42,0.2239,402
5648,5649,8/28/2011,3,0,8,19,0,0,0,1,0.72,0.6667,0.48,0.1045,387
5649,5650,8/28/2011,3,0,8,20,0,0,0,1,0.72,0.6515,0.45,0.1045,214
5650,5651,8/28/2011,3,0,8,21,0,0,0,1,0.66,0.6212,0.61,0.1343,186
5651,5652,8/28/2011,3,0,8,22,0,0,0,1,0.64,0.6061,0.69,0.1045,98
5652,5653,8/28/2011,3,0,8,23,0,0,0,1,0.62,0.5909,0.73,0.1045,64
5653,5654,8/29/2011,3,0,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045,34
5654,5655,8/29/2011,3,0,8,1,0,1,1,1,0.6,0.5909,0.69,0.1045,20
5655,5656,8/29/2011,3,0,8,2,0,1,1,1,0.6,0.5909,0.69,0.19399999999999998,13
5656,5657,8/29/2011,3,0,8,3,0,1,1,1,0.6,0.5909,0.69,0.1045,6
5657,5658,8/29/2011,3,0,8,4,0,1,1,1,0.56,0.5303,0.68,0.1343,3
5658,5659,8/29/2011,3,0,8,5,0,1,1,1,0.56,0.5303,0.73,0.1343,17
5659,5660,8/29/2011,3,0,8,6,0,1,1,1,0.56,0.5303,0.73,0.1343,102
5660,5661,8/29/2011,3,0,8,7,0,1,1,1,0.6,0.6061,0.6,0.2239,284
5661,5662,8/29/2011,3,0,8,8,0,1,1,1,0.62,0.6212,0.57,0.2537,404
5662,5663,8/29/2011,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,188
5663,5664,8/29/2011,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,115
5664,5665,8/29/2011,3,0,8,11,0,1,1,1,0.66,0.6212,0.47,0.1642,138
5665,5666,8/29/2011,3,0,8,12,0,1,1,2,0.68,0.6364,0.44,0.1642,207
5666,5667,8/29/2011,3,0,8,13,0,1,1,2,0.7,0.6364,0.39,0.0,218
5667,5668,8/29/2011,3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0.0,182
5668,5669,8/29/2011,3,0,8,15,0,1,1,1,0.7,0.6364,0.42,0.1642,220
5669,5670,8/29/2011,3,0,8,16,0,1,1,1,0.72,0.6515,0.42,0.1642,282
5670,5671,8/29/2011,3,0,8,17,0,1,1,2,0.7,0.6364,0.47,0.2239,591
5671,5672,8/29/2011,3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,547
5672,5673,8/29/2011,3,0,8,19,0,1,1,1,0.66,0.6212,0.47,0.2537,367
5673,5674,8/29/2011,3,0,8,20,0,1,1,1,0.64,0.6212,0.53,0.1642,277
5674,5675,8/29/2011,3,0,8,21,0,1,1,1,0.64,0.6212,0.53,0.19399999999999998,202
5675,5676,8/29/2011,3,0,8,22,0,1,1,1,0.62,0.6212,0.57,0.1343,142
5676,5677,8/29/2011,3,0,8,23,0,1,1,1,0.6,0.6061,0.6,0.0896,75
5677,5678,8/30/2011,3,0,8,0,0,2,1,1,0.56,0.5303,0.73,0.1343,27
5678,5679,8/30/2011,3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045,13
5679,5680,8/30/2011,3,0,8,2,0,2,1,1,0.54,0.5152,0.73,0.1045,10
5680,5681,8/30/2011,3,0,8,3,0,2,1,1,0.54,0.5152,0.73,0.19399999999999998,4
5681,5682,8/30/2011,3,0,8,4,0,2,1,1,0.52,0.5,0.77,0.1642,6
5682,5683,8/30/2011,3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,28
5683,5684,8/30/2011,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045,119
5684,5685,8/30/2011,3,0,8,7,0,2,1,1,0.56,0.5303,0.68,0.1343,357
5685,5686,8/30/2011,3,0,8,8,0,2,1,1,0.62,0.6212,0.57,0.1343,493
5686,5687,8/30/2011,3,0,8,9,0,2,1,1,0.66,0.6212,0.5,0.2239,218
5687,5688,8/30/2011,3,0,8,10,0,2,1,1,0.7,0.6364,0.39,0.2239,137
5688,5689,8/30/2011,3,0,8,11,0,2,1,1,0.72,0.6515,0.37,0.19399999999999998,175
5689,5690,8/30/2011,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0.0,237
5690,5691,8/30/2011,3,0,8,13,0,2,1,1,0.74,0.6515,0.35,0.1045,229
5691,5692,8/30/2011,3,0,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642,209
5692,5693,8/30/2011,3,0,8,15,0,2,1,1,0.74,0.6515,0.35,0.2239,196
5693,5694,8/30/2011,3,0,8,16,0,2,1,1,0.74,0.6515,0.37,0.1642,337
5694,5695,8/30/2011,3,0,8,17,0,2,1,1,0.72,0.6515,0.42,0.19399999999999998,611
5695,5696,8/30/2011,3,0,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,576
5696,5697,8/30/2011,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,465
5697,5698,8/30/2011,3,0,8,20,0,2,1,1,0.66,0.6212,0.5,0.0,298
5698,5699,8/30/2011,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,223
5699,5700,8/30/2011,3,0,8,22,0,2,1,1,0.62,0.6061,0.61,0.0,143
5700,5701,8/30/2011,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.0,93
5701,5702,8/31/2011,3,0,8,0,0,3,1,1,0.6,0.5909,0.69,0.0,32
5702,5703,8/31/2011,3,0,8,1,0,3,1,1,0.6,0.5909,0.69,0.0,15
5703,5704,8/31/2011,3,0,8,2,0,3,1,1,0.56,0.5303,0.73,0.0,6
5704,5705,8/31/2011,3,0,8,3,0,3,1,1,0.56,0.5303,0.78,0.0,6
5705,5706,8/31/2011,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.0,5
5706,5707,8/31/2011,3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,27
5707,5708,8/31/2011,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0.0,111
5708,5709,8/31/2011,3,0,8,7,0,3,1,1,0.6,0.5758,0.78,0.0,328
5709,5710,8/31/2011,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.0,467
5710,5711,8/31/2011,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.0896,244
5711,5712,8/31/2011,3,0,8,10,0,3,1,1,0.7,0.6364,0.45,0.1045,138
5712,5713,8/31/2011,3,0,8,11,0,3,1,1,0.72,0.6515,0.42,0.1343,171
5713,5714,8/31/2011,3,0,8,12,0,3,1,1,0.74,0.6667,0.43,0.1343,260
5714,5715,8/31/2011,3,0,8,13,0,3,1,1,0.74,0.6515,0.37,0.1045,221
5715,5716,8/31/2011,3,0,8,14,0,3,1,1,0.74,0.6515,0.4,0.1343,196
5716,5717,8/31/2011,3,0,8,15,0,3,1,1,0.74,0.6515,0.4,0.1343,172
5717,5718,8/31/2011,3,0,8,16,0,3,1,1,0.74,0.6667,0.42,0.1343,309
5718,5719,8/31/2011,3,0,8,17,0,3,1,1,0.72,0.6515,0.45,0.1343,608
5719,5720,8/31/2011,3,0,8,18,0,3,1,1,0.7,0.6515,0.51,0.2239,565
5720,5721,8/31/2011,3,0,8,19,0,3,1,1,0.84,0.7727,0.47,0.2537,446
5721,5722,8/31/2011,3,0,8,20,0,3,1,1,0.66,0.6212,0.57,0.1343,289
5722,5723,8/31/2011,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,201
5723,5724,8/31/2011,3,0,8,22,0,3,1,1,0.64,0.6061,0.69,0.0,157
5724,5725,8/31/2011,3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045,84
5725,5726,9/1/2011,3,0,9,0,0,4,1,1,0.6,0.5758,0.78,0.1045,51
5726,5727,9/1/2011,3,0,9,1,0,4,1,1,0.6,0.5909,0.73,0.0896,21
5727,5728,9/1/2011,3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896,25
5728,5729,9/1/2011,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,14
5729,5730,9/1/2011,3,0,9,4,0,4,1,1,0.56,0.5303,0.83,0.0896,7
5730,5731,9/1/2011,3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,23
5731,5732,9/1/2011,3,0,9,6,0,4,1,1,0.6,0.5758,0.78,0.0,105
5732,5733,9/1/2011,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,342
5733,5734,9/1/2011,3,0,9,8,0,4,1,1,0.62,0.5909,0.73,0.1343,498
5734,5735,9/1/2011,3,0,9,9,0,4,1,1,0.64,0.6061,0.69,0.1045,207
5735,5736,9/1/2011,3,0,9,10,0,4,1,1,0.68,0.6364,0.61,0.1343,138
5736,5737,9/1/2011,3,0,9,11,0,4,1,1,0.72,0.6667,0.51,0.1343,192
5737,5738,9/1/2011,3,0,9,12,0,4,1,2,0.72,0.6667,0.51,0.1343,229
5738,5739,9/1/2011,3,0,9,13,0,4,1,2,0.72,0.6667,0.48,0.0896,219
5739,5740,9/1/2011,3,0,9,14,0,4,1,3,0.72,0.6667,0.54,0.2537,198
5740,5741,9/1/2011,3,0,9,15,0,4,1,1,0.72,0.6667,0.51,0.1343,174
5741,5742,9/1/2011,3,0,9,16,0,4,1,1,0.74,0.6667,0.51,0.19399999999999998,308
5742,5743,9/1/2011,3,0,9,17,0,4,1,1,0.72,0.6667,0.54,0.2537,628
5743,5744,9/1/2011,3,0,9,18,0,4,1,1,0.72,0.6667,0.54,0.2239,531
5744,5745,9/1/2011,3,0,9,19,0,4,1,1,0.7,0.6515,0.58,0.1642,443
5745,5746,9/1/2011,3,0,9,20,0,4,1,1,0.66,0.6212,0.61,0.2239,280
5746,5747,9/1/2011,3,0,9,21,0,4,1,2,0.66,0.6212,0.57,0.19399999999999998,177
5747,5748,9/1/2011,3,0,9,22,0,4,1,2,0.66,0.6212,0.57,0.2239,179
5748,5749,9/1/2011,3,0,9,23,0,4,1,1,0.64,0.6061,0.65,0.2537,126
