,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
5764,44,retired,married,secondary,no,902,no,no,unknown,26,may,206,1,-1,0,unknown,no
5765,43,technician,married,tertiary,no,527,yes,no,unknown,26,may,166,12,-1,0,unknown,no
5766,38,services,single,secondary,no,322,yes,no,unknown,26,may,61,1,-1,0,unknown,no
5767,39,management,married,tertiary,no,-606,yes,no,unknown,26,may,142,1,-1,0,unknown,no
5768,31,admin.,single,secondary,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown,yes
5769,54,blue-collar,married,secondary,no,682,yes,yes,unknown,26,may,133,1,-1,0,unknown,no
5770,32,technician,divorced,secondary,no,18,no,no,unknown,26,may,52,1,-1,0,unknown,no
5771,58,retired,married,secondary,no,0,yes,no,unknown,26,may,77,1,-1,0,unknown,no
5772,32,blue-collar,single,primary,no,405,yes,no,unknown,26,may,200,1,-1,0,unknown,no
5773,31,admin.,married,secondary,no,298,yes,yes,unknown,26,may,518,1,-1,0,unknown,no
5774,33,services,single,tertiary,no,1595,yes,no,unknown,26,may,296,1,-1,0,unknown,no
5775,28,management,single,tertiary,no,1107,yes,no,unknown,26,may,144,1,-1,0,unknown,no
5776,31,management,single,tertiary,no,682,yes,no,unknown,26,may,473,5,-1,0,unknown,no
5777,34,technician,married,secondary,no,-287,yes,yes,unknown,26,may,199,1,-1,0,unknown,no
5778,31,management,married,tertiary,no,2229,yes,no,unknown,26,may,90,4,-1,0,unknown,no
5779,28,management,single,tertiary,no,7544,yes,no,unknown,26,may,470,1,-1,0,unknown,no
5780,37,services,married,secondary,no,3429,yes,yes,unknown,26,may,81,8,-1,0,unknown,no
5781,32,blue-collar,single,secondary,no,-204,yes,yes,unknown,26,may,202,2,-1,0,unknown,no
5782,50,blue-collar,married,primary,no,14,yes,yes,unknown,26,may,68,1,-1,0,unknown,no
5783,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,745,4,-1,0,unknown,yes
5784,34,admin.,married,secondary,no,635,yes,no,unknown,26,may,247,1,-1,0,unknown,no
5785,56,unemployed,married,primary,no,0,yes,no,unknown,26,may,250,1,-1,0,unknown,no
5786,26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1,0,unknown,no
5787,37,unemployed,married,secondary,no,-476,yes,no,unknown,26,may,149,2,-1,0,unknown,no
5788,33,management,single,secondary,no,-424,yes,no,unknown,26,may,863,1,-1,0,unknown,no
5789,47,technician,married,secondary,no,-545,yes,yes,unknown,26,may,140,5,-1,0,unknown,no
5790,33,management,married,tertiary,no,9725,yes,no,unknown,26,may,131,4,-1,0,unknown,no
5791,27,technician,single,secondary,no,162,no,no,unknown,26,may,265,9,-1,0,unknown,no
5792,34,blue-collar,single,primary,no,-175,yes,no,unknown,26,may,40,1,-1,0,unknown,no
5793,44,services,married,secondary,no,-75,yes,no,unknown,26,may,104,1,-1,0,unknown,no
5794,37,technician,divorced,secondary,no,695,yes,no,unknown,26,may,80,2,-1,0,unknown,no
5795,45,blue-collar,married,primary,no,18,yes,no,unknown,26,may,90,2,-1,0,unknown,no
5796,55,blue-collar,married,secondary,no,-473,yes,no,unknown,26,may,233,1,-1,0,unknown,no
5797,31,self-employed,single,secondary,no,360,yes,no,unknown,26,may,592,4,-1,0,unknown,no
5798,34,blue-collar,married,primary,no,-367,yes,no,unknown,26,may,85,1,-1,0,unknown,no
5799,58,technician,divorced,secondary,no,0,yes,no,unknown,26,may,273,2,-1,0,unknown,no
5800,39,technician,married,secondary,no,-72,yes,no,unknown,26,may,207,2,-1,0,unknown,no
5801,31,blue-collar,married,secondary,no,-110,yes,no,unknown,26,may,440,1,-1,0,unknown,no
5802,40,technician,married,secondary,no,-396,yes,no,unknown,26,may,127,1,-1,0,unknown,no
5803,37,blue-collar,married,secondary,no,125,no,no,unknown,26,may,679,2,-1,0,unknown,yes
5804,36,management,married,tertiary,no,605,yes,no,unknown,26,may,204,1,-1,0,unknown,no
5805,28,technician,married,secondary,no,880,yes,no,unknown,26,may,188,1,-1,0,unknown,no
5806,31,services,married,secondary,no,-309,yes,no,unknown,26,may,269,1,-1,0,unknown,no
5807,33,technician,single,secondary,no,1746,yes,no,unknown,26,may,152,2,-1,0,unknown,no
5808,33,technician,married,secondary,no,95,yes,no,unknown,26,may,190,2,-1,0,unknown,no
5809,28,blue-collar,single,secondary,no,48,no,no,unknown,26,may,144,3,-1,0,unknown,no
5810,48,services,divorced,secondary,no,569,yes,yes,unknown,26,may,151,1,-1,0,unknown,no
5811,28,technician,married,secondary,no,930,yes,yes,unknown,26,may,112,1,-1,0,unknown,no
5812,33,blue-collar,married,secondary,no,320,yes,yes,unknown,26,may,167,3,-1,0,unknown,no
5813,29,blue-collar,married,primary,no,258,yes,no,unknown,26,may,130,1,-1,0,unknown,no
5814,40,unemployed,married,secondary,no,277,yes,no,unknown,26,may,228,2,-1,0,unknown,no
5815,28,management,married,tertiary,no,102,yes,no,unknown,26,may,314,2,-1,0,unknown,no
5816,59,retired,divorced,secondary,no,93,no,no,unknown,26,may,193,2,-1,0,unknown,no
5817,51,blue-collar,married,primary,no,21,no,no,unknown,26,may,153,1,-1,0,unknown,no
5818,47,services,married,secondary,no,2070,yes,yes,unknown,26,may,136,1,-1,0,unknown,no
5819,25,admin.,single,secondary,no,96,no,no,unknown,26,may,293,1,-1,0,unknown,no
5820,45,management,married,tertiary,no,2316,yes,no,unknown,26,may,97,3,-1,0,unknown,no
5821,59,retired,married,primary,no,174,yes,yes,unknown,26,may,145,1,-1,0,unknown,no
5822,33,services,divorced,secondary,no,-297,yes,no,unknown,26,may,162,2,-1,0,unknown,no
5823,34,blue-collar,married,unknown,no,-465,no,no,unknown,26,may,127,1,-1,0,unknown,no
5824,48,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,105,1,-1,0,unknown,no
5825,39,blue-collar,married,primary,no,519,yes,yes,unknown,26,may,117,1,-1,0,unknown,no
5826,47,technician,married,tertiary,no,192,yes,no,unknown,26,may,596,1,-1,0,unknown,no
5827,43,admin.,married,primary,no,314,yes,yes,unknown,26,may,134,1,-1,0,unknown,no
5828,31,services,divorced,secondary,no,-274,yes,no,unknown,26,may,283,1,-1,0,unknown,no
5829,29,services,married,secondary,no,283,no,yes,unknown,26,may,161,1,-1,0,unknown,no
5830,51,housemaid,married,secondary,yes,-1013,yes,no,unknown,26,may,664,1,-1,0,unknown,no
5831,32,blue-collar,married,primary,no,-376,yes,no,unknown,26,may,188,1,-1,0,unknown,no
5832,35,services,married,secondary,no,207,yes,no,unknown,26,may,312,1,-1,0,unknown,no
5833,34,admin.,single,secondary,no,66,yes,no,unknown,26,may,237,1,-1,0,unknown,no
5834,47,technician,divorced,secondary,no,1573,yes,no,unknown,26,may,130,1,-1,0,unknown,no
5835,33,blue-collar,married,secondary,no,5,yes,no,unknown,26,may,175,2,-1,0,unknown,no
5836,34,blue-collar,married,secondary,no,7216,yes,no,unknown,26,may,143,2,-1,0,unknown,no
5837,26,blue-collar,married,secondary,no,-330,yes,yes,unknown,26,may,87,2,-1,0,unknown,no
5838,32,management,single,tertiary,no,2619,yes,no,unknown,26,may,123,14,-1,0,unknown,no
5839,57,retired,married,tertiary,no,138,no,no,unknown,26,may,157,5,-1,0,unknown,no
5840,49,technician,divorced,secondary,no,-236,yes,no,unknown,26,may,204,2,-1,0,unknown,no
5841,30,technician,married,secondary,no,764,no,no,unknown,26,may,150,2,-1,0,unknown,no
5842,33,blue-collar,married,secondary,no,-45,yes,no,unknown,26,may,240,2,-1,0,unknown,no
5843,34,blue-collar,married,secondary,no,1257,yes,no,unknown,26,may,109,7,-1,0,unknown,no
5844,40,blue-collar,married,secondary,no,3311,yes,yes,unknown,26,may,243,6,-1,0,unknown,no
5845,29,technician,single,tertiary,no,1185,yes,no,unknown,26,may,536,1,-1,0,unknown,no
5846,28,self-employed,single,tertiary,no,0,yes,no,unknown,26,may,1560,2,-1,0,unknown,yes
5847,31,blue-collar,divorced,secondary,no,-452,yes,no,unknown,26,may,182,5,-1,0,unknown,no
5848,27,unemployed,single,tertiary,no,-446,yes,no,unknown,26,may,120,1,-1,0,unknown,no
5849,30,management,married,tertiary,no,265,yes,no,unknown,26,may,45,4,-1,0,unknown,no
5850,27,unemployed,married,secondary,no,293,yes,no,unknown,26,may,70,3,-1,0,unknown,no
5851,54,management,married,tertiary,no,-305,yes,no,unknown,26,may,280,3,-1,0,unknown,no
5852,35,blue-collar,married,primary,no,690,yes,no,unknown,26,may,880,3,-1,0,unknown,no
5853,33,blue-collar,married,primary,no,2720,yes,no,unknown,26,may,147,3,-1,0,unknown,no
5854,36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,may,222,2,-1,0,unknown,no
5855,26,technician,single,secondary,no,1256,no,no,unknown,26,may,404,1,-1,0,unknown,no
5856,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,yes
5857,30,services,married,secondary,no,-95,yes,yes,unknown,26,may,306,3,-1,0,unknown,no
5858,39,technician,married,secondary,no,1,yes,no,unknown,26,may,506,2,-1,0,unknown,no
5859,29,technician,single,tertiary,no,354,yes,no,unknown,26,may,255,1,-1,0,unknown,no
5860,32,blue-collar,married,primary,no,494,yes,no,unknown,26,may,252,2,-1,0,unknown,no
5861,39,blue-collar,single,secondary,no,116,yes,no,unknown,26,may,182,3,-1,0,unknown,no
5862,44,management,divorced,tertiary,no,476,yes,yes,unknown,26,may,127,2,-1,0,unknown,no
5863,38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,-1,0,unknown,no
5864,51,services,married,secondary,no,53,yes,no,unknown,26,may,140,2,-1,0,unknown,no
5865,39,management,married,tertiary,no,-1026,yes,no,unknown,26,may,200,2,-1,0,unknown,no
5866,37,blue-collar,divorced,secondary,no,316,yes,no,unknown,26,may,642,2,-1,0,unknown,yes
5867,41,technician,married,secondary,no,457,yes,yes,unknown,26,may,181,2,-1,0,unknown,no
5868,41,management,married,tertiary,no,-556,yes,yes,unknown,26,may,127,3,-1,0,unknown,no
5869,29,blue-collar,married,secondary,no,2,yes,yes,unknown,26,may,171,1,-1,0,unknown,no
5870,32,technician,single,secondary,no,0,yes,yes,unknown,26,may,916,2,-1,0,unknown,no
5871,29,blue-collar,married,secondary,no,484,yes,no,unknown,26,may,629,2,-1,0,unknown,no
5872,34,unemployed,married,secondary,no,200,yes,no,unknown,26,may,155,6,-1,0,unknown,no
5873,54,management,divorced,secondary,no,-415,yes,no,unknown,26,may,290,2,-1,0,unknown,no
5874,33,admin.,married,tertiary,no,899,yes,no,unknown,26,may,159,3,-1,0,unknown,no
5875,26,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1,0,unknown,no
5876,52,blue-collar,married,primary,no,241,yes,no,unknown,26,may,729,2,-1,0,unknown,no
5877,35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,unknown,no
5878,30,unemployed,married,secondary,no,529,yes,yes,unknown,26,may,107,3,-1,0,unknown,no
5879,30,blue-collar,married,secondary,no,187,yes,no,unknown,26,may,272,6,-1,0,unknown,no
5880,59,retired,divorced,primary,no,217,yes,no,unknown,26,may,574,3,-1,0,unknown,no
5881,24,blue-collar,married,secondary,no,984,yes,no,unknown,26,may,89,3,-1,0,unknown,no
5882,34,technician,divorced,secondary,no,27,yes,no,unknown,26,may,133,3,-1,0,unknown,no
5883,52,entrepreneur,divorced,secondary,no,-99,no,yes,unknown,26,may,91,3,-1,0,unknown,no
5884,32,blue-collar,divorced,secondary,no,3,yes,no,unknown,26,may,114,3,-1,0,unknown,no
5885,44,blue-collar,married,unknown,no,189,yes,no,unknown,26,may,175,3,-1,0,unknown,no
5886,29,management,single,tertiary,no,54,yes,yes,unknown,26,may,257,3,-1,0,unknown,no
5887,48,technician,married,secondary,no,302,yes,no,unknown,26,may,208,3,-1,0,unknown,no
5888,34,management,married,tertiary,no,2287,yes,no,unknown,26,may,895,4,-1,0,unknown,yes
5889,37,blue-collar,married,primary,no,-88,yes,no,unknown,26,may,225,1,-1,0,unknown,no
5890,35,management,married,secondary,no,291,yes,no,unknown,26,may,327,1,-1,0,unknown,no
5891,45,blue-collar,divorced,secondary,no,77,yes,no,unknown,26,may,99,3,-1,0,unknown,no
5892,31,services,married,secondary,no,-68,yes,no,unknown,26,may,293,4,-1,0,unknown,no
5893,38,entrepreneur,divorced,tertiary,no,504,yes,no,unknown,26,may,68,3,-1,0,unknown,no
5894,31,admin.,divorced,secondary,no,-579,yes,no,unknown,26,may,150,1,-1,0,unknown,no
5895,26,blue-collar,single,secondary,no,381,yes,no,unknown,26,may,504,2,-1,0,unknown,no
5896,37,admin.,married,secondary,no,-498,yes,yes,unknown,26,may,175,1,-1,0,unknown,no
5897,39,technician,married,secondary,no,501,no,no,unknown,26,may,289,1,-1,0,unknown,no
5898,34,services,married,secondary,no,-196,yes,yes,unknown,26,may,16,1,-1,0,unknown,no
5899,29,management,married,secondary,no,5284,yes,no,unknown,26,may,321,1,-1,0,unknown,no
5900,53,blue-collar,single,secondary,no,105,yes,no,unknown,26,may,239,3,-1,0,unknown,no
5901,49,admin.,divorced,secondary,no,283,yes,no,unknown,26,may,614,2,-1,0,unknown,no
5902,34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,26,may,248,2,-1,0,unknown,no
5903,31,technician,married,secondary,no,-576,yes,no,unknown,26,may,93,2,-1,0,unknown,no
5904,28,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,245,3,-1,0,unknown,no
5905,33,admin.,married,secondary,no,-167,yes,no,unknown,26,may,121,1,-1,0,unknown,no
5906,33,services,married,secondary,no,0,yes,no,unknown,26,may,192,6,-1,0,unknown,no
5907,24,technician,single,secondary,no,-256,yes,no,unknown,26,may,110,2,-1,0,unknown,no
5908,34,management,single,tertiary,no,1640,yes,no,unknown,26,may,160,3,-1,0,unknown,no
5909,48,management,divorced,tertiary,no,1492,yes,no,unknown,26,may,249,2,-1,0,unknown,no
5910,42,blue-collar,married,unknown,no,0,no,no,unknown,26,may,270,2,-1,0,unknown,no
5911,34,unemployed,single,secondary,no,1928,yes,no,unknown,26,may,140,2,-1,0,unknown,no
5912,35,technician,married,secondary,no,23,yes,no,unknown,26,may,147,1,-1,0,unknown,no
5913,43,blue-collar,married,primary,no,-476,yes,no,unknown,26,may,16,1,-1,0,unknown,no
5914,35,services,married,secondary,no,437,yes,no,unknown,26,may,240,1,-1,0,unknown,no
5915,59,technician,married,secondary,no,-247,yes,no,unknown,26,may,131,1,-1,0,unknown,no
5916,42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown,no
5917,35,technician,single,secondary,no,-158,no,no,unknown,26,may,349,2,-1,0,unknown,no
5918,54,technician,married,tertiary,no,-800,yes,no,unknown,26,may,445,2,-1,0,unknown,no
5919,50,services,married,secondary,no,517,yes,no,unknown,26,may,420,2,-1,0,unknown,no
5920,44,technician,married,secondary,no,-199,no,no,unknown,26,may,144,3,-1,0,unknown,no
5921,23,management,married,tertiary,no,175,yes,no,unknown,26,may,796,1,-1,0,unknown,no
5922,39,entrepreneur,married,secondary,no,283,yes,no,unknown,26,may,126,2,-1,0,unknown,no
5923,56,retired,married,secondary,no,74,yes,no,unknown,26,may,152,2,-1,0,unknown,no
5924,27,technician,single,secondary,no,1693,yes,no,unknown,26,may,101,2,-1,0,unknown,no
5925,31,management,single,tertiary,no,-307,yes,yes,unknown,26,may,91,2,-1,0,unknown,no
5926,29,student,single,tertiary,no,0,no,no,unknown,26,may,52,3,-1,0,unknown,no
5927,43,blue-collar,married,secondary,no,607,yes,no,unknown,26,may,172,2,-1,0,unknown,no
5928,28,management,married,tertiary,no,328,no,no,unknown,26,may,471,1,-1,0,unknown,no
5929,46,blue-collar,married,secondary,no,494,yes,no,unknown,26,may,724,1,-1,0,unknown,no
5930,36,services,married,secondary,no,1746,yes,no,unknown,26,may,99,1,-1,0,unknown,no
5931,28,technician,single,tertiary,no,1050,yes,no,unknown,26,may,293,1,-1,0,unknown,no
5932,38,admin.,divorced,secondary,no,198,yes,no,unknown,26,may,431,2,-1,0,unknown,yes
5933,31,technician,married,tertiary,no,-502,yes,yes,unknown,26,may,523,2,-1,0,unknown,no
5934,40,services,married,secondary,no,-626,yes,no,unknown,26,may,147,2,-1,0,unknown,no
5935,40,blue-collar,married,primary,no,104,yes,no,unknown,26,may,470,2,-1,0,unknown,no
5936,32,technician,married,secondary,no,-91,yes,no,unknown,26,may,95,2,-1,0,unknown,no
5937,39,management,married,tertiary,no,21111,yes,no,unknown,26,may,695,4,-1,0,unknown,no
5938,28,admin.,single,secondary,no,460,yes,no,unknown,26,may,741,6,-1,0,unknown,yes
5939,41,unknown,married,primary,no,526,no,no,unknown,26,may,151,3,-1,0,unknown,no
5940,54,blue-collar,married,secondary,no,-69,yes,no,unknown,26,may,135,2,-1,0,unknown,no
5941,31,technician,married,secondary,no,1032,yes,no,unknown,26,may,70,6,-1,0,unknown,no
5942,41,admin.,divorced,secondary,no,-140,yes,no,unknown,26,may,472,3,-1,0,unknown,no
5943,38,technician,married,secondary,no,6,yes,no,unknown,26,may,113,4,-1,0,unknown,no
5944,30,unemployed,single,tertiary,no,306,no,no,unknown,26,may,372,14,-1,0,unknown,no
5945,57,services,divorced,secondary,no,1024,yes,no,unknown,26,may,360,6,-1,0,unknown,no
5946,30,technician,single,tertiary,no,975,yes,no,unknown,26,may,603,1,-1,0,unknown,no
5947,40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,no
5948,46,technician,married,unknown,no,626,yes,no,unknown,26,may,399,2,-1,0,unknown,no
5949,43,blue-collar,married,primary,no,-93,yes,no,unknown,26,may,402,2,-1,0,unknown,no
5950,35,blue-collar,married,primary,no,442,yes,no,unknown,26,may,129,3,-1,0,unknown,no
5951,38,unemployed,married,tertiary,no,1449,no,no,unknown,26,may,535,6,-1,0,unknown,no
5952,44,blue-collar,married,primary,no,-544,yes,yes,unknown,26,may,181,3,-1,0,unknown,no
5953,43,management,married,tertiary,no,-69,yes,no,unknown,26,may,48,2,-1,0,unknown,no
5954,37,services,married,secondary,no,1785,yes,no,unknown,26,may,912,4,-1,0,unknown,no
5955,35,technician,divorced,secondary,no,-94,yes,no,unknown,26,may,114,2,-1,0,unknown,no
5956,33,blue-collar,married,secondary,no,941,yes,no,unknown,26,may,218,2,-1,0,unknown,no
5957,43,admin.,married,secondary,yes,-204,yes,no,unknown,26,may,163,2,-1,0,unknown,no
5958,33,technician,married,tertiary,no,480,yes,no,unknown,26,may,169,4,-1,0,unknown,no
5959,31,management,divorced,tertiary,no,1145,yes,no,unknown,26,may,1272,4,-1,0,unknown,yes
5960,32,technician,married,secondary,no,782,yes,no,unknown,26,may,116,4,-1,0,unknown,no
5961,28,blue-collar,married,secondary,no,339,yes,no,unknown,26,may,100,2,-1,0,unknown,no
5962,36,technician,married,secondary,no,4587,no,no,unknown,26,may,271,4,-1,0,unknown,no
5963,33,blue-collar,married,primary,no,1050,yes,no,unknown,26,may,304,4,-1,0,unknown,no
5964,37,blue-collar,married,secondary,yes,1147,yes,yes,unknown,26,may,114,2,-1,0,unknown,no
5965,39,blue-collar,married,primary,no,879,yes,no,unknown,26,may,102,2,-1,0,unknown,no
5966,45,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,112,2,-1,0,unknown,no
5967,44,admin.,married,secondary,no,0,no,no,unknown,26,may,85,3,-1,0,unknown,no
5968,53,blue-collar,married,secondary,no,974,yes,no,unknown,26,may,197,2,-1,0,unknown,no
5969,47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,-1,0,unknown,no
5970,59,management,married,primary,no,252,yes,yes,unknown,26,may,103,2,-1,0,unknown,no
5971,27,admin.,married,secondary,no,953,yes,no,unknown,26,may,340,2,-1,0,unknown,no
5972,45,management,married,secondary,no,5888,yes,no,unknown,26,may,45,5,-1,0,unknown,no
5973,30,services,married,secondary,no,129,yes,no,unknown,26,may,1446,7,-1,0,unknown,yes
5974,40,blue-collar,married,secondary,no,5880,yes,no,unknown,26,may,125,6,-1,0,unknown,no
5975,33,management,married,tertiary,no,403,yes,no,unknown,26,may,114,2,-1,0,unknown,no
5976,30,admin.,married,secondary,no,1265,yes,yes,unknown,26,may,414,2,-1,0,unknown,yes
5977,26,admin.,married,tertiary,no,685,yes,no,unknown,26,may,346,2,-1,0,unknown,no
5978,45,management,divorced,tertiary,no,-901,yes,no,unknown,26,may,86,3,-1,0,unknown,no
5979,33,management,single,secondary,no,99,yes,no,unknown,26,may,160,11,-1,0,unknown,no
5980,28,technician,single,secondary,no,541,yes,no,unknown,26,may,157,3,-1,0,unknown,no
5981,44,blue-collar,married,primary,no,3057,yes,no,unknown,26,may,98,4,-1,0,unknown,no
5982,58,blue-collar,married,secondary,no,343,yes,no,unknown,26,may,265,4,-1,0,unknown,no
5983,46,management,single,tertiary,no,479,yes,no,unknown,26,may,34,3,-1,0,unknown,no
5984,48,blue-collar,married,secondary,no,2697,yes,yes,unknown,26,may,79,5,-1,0,unknown,no
5985,24,management,single,tertiary,no,66,yes,no,unknown,26,may,109,2,-1,0,unknown,no
5986,35,technician,divorced,secondary,no,303,yes,yes,unknown,26,may,454,3,-1,0,unknown,no
5987,33,technician,married,secondary,no,168,yes,no,unknown,26,may,238,2,-1,0,unknown,no
5988,37,blue-collar,married,primary,no,-196,yes,no,unknown,26,may,166,2,-1,0,unknown,no
5989,33,management,single,secondary,no,0,yes,no,unknown,26,may,816,2,-1,0,unknown,no
5990,23,blue-collar,married,secondary,no,-213,yes,yes,unknown,26,may,87,2,-1,0,unknown,no
5991,33,admin.,single,secondary,no,4436,yes,no,unknown,26,may,81,6,-1,0,unknown,no
5992,31,blue-collar,married,secondary,no,27,yes,yes,unknown,26,may,109,5,-1,0,unknown,no
5993,29,technician,single,secondary,no,1612,yes,no,unknown,26,may,375,2,-1,0,unknown,no
5994,43,technician,divorced,secondary,no,87,yes,no,unknown,26,may,51,2,-1,0,unknown,no
5995,32,unemployed,married,primary,no,9894,yes,no,unknown,26,may,118,4,-1,0,unknown,no
5996,37,technician,married,secondary,no,4030,yes,no,unknown,26,may,178,5,-1,0,unknown,no
5997,26,blue-collar,single,secondary,no,339,yes,no,unknown,26,may,165,5,-1,0,unknown,no
5998,49,technician,married,secondary,no,-215,yes,no,unknown,26,may,155,2,-1,0,unknown,no
5999,39,management,single,tertiary,no,26,yes,yes,unknown,26,may,304,4,-1,0,unknown,no
6000,27,self-employed,married,secondary,no,-220,yes,no,unknown,26,may,138,2,-1,0,unknown,no
6001,33,technician,single,secondary,no,440,yes,no,unknown,26,may,250,2,-1,0,unknown,no
6002,46,management,divorced,tertiary,no,25,no,no,unknown,26,may,103,2,-1,0,unknown,no
6003,31,services,single,secondary,no,0,yes,no,unknown,26,may,223,2,-1,0,unknown,no
6004,54,retired,married,secondary,no,-152,yes,yes,unknown,26,may,14,11,-1,0,unknown,no
6005,59,services,married,secondary,no,-22,yes,no,unknown,26,may,748,3,-1,0,unknown,yes
6006,24,blue-collar,married,secondary,no,685,yes,no,unknown,26,may,896,3,-1,0,unknown,yes
6007,33,blue-collar,married,secondary,no,-367,yes,yes,unknown,26,may,221,2,-1,0,unknown,no
6008,28,technician,single,secondary,no,289,yes,no,unknown,26,may,83,1,-1,0,unknown,no
6009,34,services,married,secondary,no,1414,yes,no,unknown,26,may,192,4,-1,0,unknown,no
6010,53,management,married,primary,no,-421,yes,no,unknown,26,may,543,4,-1,0,unknown,no
6011,45,blue-collar,married,secondary,no,607,yes,no,unknown,26,may,398,7,-1,0,unknown,no
6012,28,technician,single,secondary,no,576,yes,yes,unknown,26,may,158,4,-1,0,unknown,no
6013,49,blue-collar,married,primary,no,365,no,no,unknown,26,may,59,2,-1,0,unknown,no
6014,35,blue-collar,married,secondary,no,1209,yes,no,unknown,26,may,304,3,-1,0,unknown,no
6015,32,blue-collar,married,primary,no,5151,yes,yes,unknown,26,may,185,4,-1,0,unknown,no
6016,43,services,married,primary,no,448,yes,no,unknown,26,may,118,6,-1,0,unknown,no
6017,29,self-employed,married,secondary,no,0,no,no,unknown,26,may,469,2,-1,0,unknown,no
6018,54,management,single,tertiary,no,1464,yes,yes,unknown,26,may,425,4,-1,0,unknown,no
6019,39,entrepreneur,married,tertiary,no,36,yes,no,unknown,26,may,488,3,-1,0,unknown,no
6020,32,technician,single,secondary,no,4110,yes,no,unknown,26,may,232,3,-1,0,unknown,no
6021,26,services,single,secondary,no,901,yes,no,unknown,26,may,764,2,-1,0,unknown,yes
6022,31,unemployed,married,secondary,no,314,yes,no,unknown,26,may,149,7,-1,0,unknown,no
6023,52,blue-collar,divorced,secondary,no,306,yes,no,unknown,26,may,63,3,-1,0,unknown,no
6024,32,technician,married,tertiary,no,1037,yes,no,unknown,26,may,125,3,-1,0,unknown,no
6025,41,blue-collar,married,primary,no,-571,yes,yes,unknown,26,may,207,4,-1,0,unknown,no
6026,40,technician,married,secondary,no,96,yes,yes,unknown,26,may,29,2,-1,0,unknown,no
6027,45,blue-collar,married,secondary,no,-376,yes,no,unknown,26,may,162,4,-1,0,unknown,no
6028,37,blue-collar,married,primary,no,445,yes,no,unknown,26,may,159,2,-1,0,unknown,no
6029,34,blue-collar,married,primary,no,60,yes,no,unknown,26,may,23,10,-1,0,unknown,no
6030,31,blue-collar,single,secondary,no,823,no,no,unknown,26,may,174,3,-1,0,unknown,no
6031,42,admin.,divorced,secondary,no,-551,yes,yes,unknown,26,may,147,6,-1,0,unknown,no
6032,23,services,married,secondary,no,0,yes,yes,unknown,26,may,90,5,-1,0,unknown,no
6033,37,management,married,tertiary,no,23,yes,no,unknown,26,may,409,2,-1,0,unknown,no
6034,32,blue-collar,single,secondary,no,70,yes,no,unknown,26,may,118,6,-1,0,unknown,no
6035,39,blue-collar,married,secondary,no,474,yes,yes,unknown,26,may,219,4,-1,0,unknown,no
6036,31,blue-collar,single,secondary,no,3201,yes,no,unknown,26,may,96,5,-1,0,unknown,no
6037,32,blue-collar,married,primary,no,4,yes,no,unknown,26,may,76,5,-1,0,unknown,no
6038,59,retired,married,primary,no,0,yes,no,unknown,26,may,104,7,-1,0,unknown,no
6039,31,unemployed,single,secondary,no,-186,yes,no,unknown,26,may,172,3,-1,0,unknown,no
6040,45,technician,divorced,secondary,no,159,yes,no,unknown,26,may,66,3,-1,0,unknown,no
6041,36,technician,married,secondary,no,452,yes,no,unknown,26,may,113,5,-1,0,unknown,no
6042,33,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,129,3,-1,0,unknown,no
6043,34,blue-collar,married,primary,no,6575,yes,no,unknown,26,may,405,4,-1,0,unknown,no
6044,48,management,married,secondary,no,2294,yes,no,unknown,26,may,251,11,-1,0,unknown,no
6045,55,blue-collar,single,primary,no,39,yes,no,unknown,26,may,128,5,-1,0,unknown,no
6046,33,admin.,divorced,secondary,no,392,yes,yes,unknown,26,may,245,3,-1,0,unknown,no
6047,28,services,single,secondary,no,-358,yes,no,unknown,26,may,253,2,-1,0,unknown,no
6048,34,blue-collar,married,primary,no,1255,yes,yes,unknown,26,may,188,7,-1,0,unknown,no
6049,33,blue-collar,married,secondary,no,-271,yes,yes,unknown,26,may,118,2,-1,0,unknown,no
6050,60,retired,married,primary,no,-382,yes,no,unknown,26,may,140,2,-1,0,unknown,no
6051,39,blue-collar,married,primary,no,2805,yes,no,unknown,26,may,102,23,-1,0,unknown,no
6052,35,blue-collar,married,secondary,no,229,no,no,unknown,26,may,435,3,-1,0,unknown,no
6053,31,management,married,unknown,no,0,yes,no,unknown,26,may,763,6,-1,0,unknown,no
6054,38,blue-collar,married,primary,no,2366,yes,no,unknown,26,may,97,4,-1,0,unknown,no
